id,movie_title,duration,genres,title_year,imdb_score
1061,Solaris ,115,Drama,1972,8.1
1062,Happily N'Ever After ,75,Adventure,2006,4.5
1063,Mary Reilly ,108,Drama,1996,5.8
1064,My Best Friend's Wedding ,105,Comedy,1997,6.3
1065,America's Sweethearts ,102,Comedy,2001,5.7
1066,Insomnia ,118,Drama,2002,7.2
1067,Star Trek: First Contact ,111,Action,1996,7.6
1068,Jonah Hex ,81,Action,2010,4.7
1069,Courage Under Fire ,116,Action,1996,6.6
1070,Liar Liar ,86,Comedy,1997,6.8
1071,The Infiltrator ,127,Biography,2016,7.3
1072,Inchon ,140,Drama,1981,2.7
1073,The Flintstones ,91,Comedy,1994,4.8
1074,Taken 2 ,98,Action,2012,6.3
1075,Scary Movie 3 ,84,Comedy,2003,5.5
1076,Miss Congeniality ,109,Action,2000,6.2
1077,Journey to the Center of the Earth ,93,Action,2008,5.8
1078,The Princess Diaries 2: Royal Engagement ,113,Comedy,2004,5.7
1079,The Pelican Brief ,141,Crime,1993,6.5
1080,The Client ,119,Crime,1994,6.7
1081,The Bucket List ,97,Adventure,2007,7.4
1082,Patriot Games ,117,Action,1992,6.9
1083,Monster-in-Law ,101,Comedy,2005,5.5
1084,Prisoners ,153,Crime,2013,8.1
1085,Training Day ,122,Crime,2001,7.7
1086,Galaxy Quest ,102,Adventure,1999,7.3
1087,Scary Movie 2 ,83,Comedy,2001,5.2
1088,The Muppets ,103,Adventure,2011,7.1
1089,Blade ,110,Action,1998,7.1
1090,Coach Carter ,136,Drama,2005,7.2
1091,Changing Lanes ,91,Drama,2002,6.5
1092,Anaconda ,89,Action,1997,4.6
1093,Coyote Ugly ,107,Comedy,2000,5.6
1094,Love Actually ,129,Comedy,2003,7.7
1095,A Bug's Life ,95,Adventure,1998,7.2
1096,From Hell ,122,Horror,2001,6.8
1097,The Specialist ,110,Action,1994,5.4
1098,Tin Cup ,135,Comedy,1996,6.3
1099,"Yours, Mine and Ours ",111,Comedy,1968,7.2
1100,Kicking & Screaming ,95,Comedy,2005,5.6
1101,The Hitchhiker's Guide to the Galaxy ,109,Adventure,2005,6.8
1102,Fat Albert ,93,Comedy,2004,4.3
1103,Resident Evil: Extinction ,94,Action,2007,6.3
1104,Blended ,117,Comedy,2014,6.5
1105,Last Holiday ,112,Adventure,2006,6.4
1106,The River Wild ,111,Action,1994,6.3
1107,The Indian in the Cupboard ,96,Drama,1995,5.9
1108,Savages ,141,Crime,2012,6.5
1109,Cellular ,94,Action,2004,6.5
1110,Johnny English ,87,Action,2003,6.1
1111,The Ant Bully ,88,Adventure,2006,5.9
1112,Dune ,177,Action,1984,6.6
1113,Across the Universe ,133,Drama,2007,7.4
1114,Revolutionary Road ,119,Drama,2008,7.3
1115,16 Blocks ,102,Action,2006,6.6
1116,Babylon A.D. ,101,Action,2008,5.6
1117,The Glimmer Man ,91,Action,1996,5.3
1118,Multiplicity ,117,Comedy,1996,6
1119,Aliens in the Attic ,86,Adventure,2009,5.4
1120,The Pledge ,124,Crime,2001,6.8
1121,The Producers ,134,Comedy,2005,6.4
1122,Dredd ,95,Action,2012,7.1
1123,The Phantom ,100,Action,1996,4.9
1124,All the Pretty Horses ,220,Drama,2000,5.8
1125,Nixon ,212,Biography,1995,7.1
1126,The Ghost Writer ,128,Mystery,2010,7.2
1127,Deep Rising ,106,Action,1998,6
1128,Miracle at St. Anna ,160,Action,2008,6
1129,Curse of the Golden Flower ,114,Drama,2006,7
1130,Bangkok Dangerous ,99,Action,2008,5.4
1131,Big Trouble ,74,Comedy,2002,6.5
1132,Love in the Time of Cholera ,139,Drama,2007,6.4
1133,The Returned             ,52,Drama,,8.3
1134,Shadow Conspiracy ,103,Action,1997,4.9
1135,Johnny English Reborn ,101,Action,2011,6.3
1136,Foodfight! ,91,Action,2012,1.7
1137,Argo ,130,Biography,2012,7.7
1138,The Fugitive ,130,Action,1993,7.8
1139,The Bounty Hunter ,110,Action,2010,5.5
1140,Sleepers ,147,Crime,1996,7.5
1141,Rambo: First Blood Part II ,96,Action,1985,6.4
1142,The Juror ,118,Drama,1996,5.6
1143,Pinocchio ,88,Animation,1940,7.5
1144,Heaven's Gate ,325,Adventure,1980,6.8
1145,Underworld: Evolution ,102,Action,2006,6.8
1146,Victor Frankenstein ,110,Drama,2015,6
1147,Finding Forrester ,136,Drama,2000,7.3
1148,28 Days ,103,Comedy,2000,6
1149,Unleashed ,103,Action,2005,7
1150,The Sweetest Thing ,90,Comedy,2002,5.1
1151,The Firm ,154,Drama,1993,6.8
1152,Charlie St. Cloud ,99,Drama,2010,6.5
1153,The Mechanic ,93,Action,2011,6.6
1154,21 Jump Street ,109,Action,2012,7.2
1155,Notting Hill ,124,Comedy,1999,7
1156,Chicken Run ,84,Adventure,2000,7
1157,Along Came Polly ,90,Comedy,2004,5.9
1158,Boomerang ,117,Comedy,1992,5.4
1159,The Heat ,123,Action,2013,6.6
1160,Cleopatra ,251,Biography,1963,7
1161,Here Comes the Boom ,105,Action,2012,6.5
1162,High Crimes ,115,Crime,2002,6.3
1163,The Mirror Has Two Faces ,122,Comedy,1996,6.5
1164,The Mothman Prophecies ,119,Drama,2002,6.5
1165,Brüno ,81,Comedy,2009,5.8
1166,Licence to Kill ,133,Action,1989,6.6
1167,Red Riding Hood ,100,Fantasy,2011,5.4
1168,15 Minutes ,120,Action,2001,6.1
1169,Super Mario Bros. ,104,Adventure,1993,4
1170,Lord of War ,122,Crime,2005,7.6
1171,Hero ,80,Action,2002,7.9
1172,One for the Money ,91,Action,2012,5.3
1173,The Interview ,112,Comedy,2014,6.6
1174,The Warrior's Way ,100,Action,2010,6.3
1175,McHale's Navy             ,30,Comedy,,7.5
1176,Micmacs ,105,Action,2009,7.2
1177,8 Mile ,110,Drama,2002,7
1178,Animal Kingdom: Let's go Ape ,101,Adventure,2015,4.9
1179,A Knight's Tale ,144,Action,2001,6.9
1180,The Medallion ,108,Action,2003,5.2
1181,The Sixth Sense ,107,Drama,1999,8.1
1182,Man on a Ledge ,102,Action,2012,6.6
1183,The Big Year ,100,Comedy,2011,6.2
1184,The Karate Kid ,126,Action,1984,7.2
1185,American Hustle ,138,Crime,2013,7.3
1186,The Proposal ,108,Comedy,2009,6.7
1187,Double Jeopardy ,105,Crime,1999,6.4
1188,Back to the Future Part II ,108,Adventure,1989,7.8
1189,Lucy ,89,Action,2014,6.4
1190,Fifty Shades of Grey ,129,Drama,2015,4.1
1191,Spy Kids 3-D: Game Over ,84,Action,2003,4.1
1192,A Time to Kill ,149,Crime,1996,7.4
1193,Cheaper by the Dozen ,94,Comedy,2003,5.8
1194,Lone Survivor ,121,Action,2013,7.6
1195,A League of Their Own ,128,Comedy,1992,7.2
1196,The Conjuring 2 ,134,Horror,2016,7.8
1197,The Social Network ,120,Biography,2010,7.7
1198,He's Just Not That Into You ,129,Comedy,2009,6.4
1199,Scary Movie 4 ,89,Comedy,2006,5.1
1200,Scream 3 ,116,Horror,2000,5.5
1201,Back to the Future Part III ,118,Adventure,1990,7.4
1202,Get Hard ,107,Comedy,2015,6
1203,Bram Stoker's Dracula ,155,Fantasy,1992,7.5
1204,Julie & Julia ,123,Biography,2009,7
1205,42 ,128,Biography,2013,7.5
1206,The Talented Mr. Ripley ,139,Crime,1999,7.3
1207,Dumb and Dumber To ,109,Comedy,2014,5.7
1208,Eight Below ,120,Adventure,2006,7.3
1209,The Intern ,121,Comedy,2015,7.2
1210,Ride Along 2 ,102,Action,2016,5.9
1211,The Last of the Mohicans ,117,Action,1992,7.8
1212,Ray ,178,Biography,2004,7.7
1213,Sin City ,147,Crime,2005,8.1
1214,Vantage Point ,90,Crime,2008,6.6
1215,"I Love You, Man ",105,Comedy,2009,7.1
1216,Shallow Hal ,114,Comedy,2001,5.9
1217,JFK ,206,Drama,1991,8
1218,Big Momma's House 2 ,99,Comedy,2006,4.6
1219,The Mexican ,123,Adventure,2001,6.1
1220,Unbroken ,137,Biography,2014,7.2
1221,17 Again ,102,Comedy,2009,6.4
1222,The Other Woman ,109,Comedy,2014,6
1223,The Final Destination ,82,Horror,2009,5.2
1224,Bridge of Spies ,142,Drama,2015,7.6
1225,Behind Enemy Lines ,106,Action,2001,6.4
1226,Get Him to the Greek ,114,Comedy,2010,6.4
1227,Shall We Dance ,106,Comedy,2004,6.1
1228,Small Soldiers ,108,Action,1998,6.1
1229,Spawn ,98,Action,1997,5.2
1230,The Count of Monte Cristo ,131,Action,2002,7.7
1231,The Lincoln Lawyer ,118,Crime,2011,7.3
1232,Unknown ,113,Action,2011,6.9
1233,The Prestige ,130,Drama,2006,8.5
1234,Horrible Bosses 2 ,116,Comedy,2014,6.3
1235,Escape from Planet Earth ,89,Adventure,2013,5.9
1236,Apocalypto ,139,Action,2006,7.8
1237,The Living Daylights ,130,Action,1987,6.7
1238,Predators ,107,Action,2010,6.4
1239,Legal Eagles ,116,Comedy,1986,5.9
1240,Secret Window ,96,Mystery,2004,6.6
1241,The Lake House ,99,Drama,2006,6.8
1242,The Skeleton Key ,104,Horror,2005,6.5
1243,The Odd Life of Timothy Green ,105,Comedy,2012,6.6
1244,Made of Honor ,101,Comedy,2008,5.8
1245,Jersey Boys ,134,Biography,2014,6.9
1246,The Rainmaker ,135,Crime,1997,7.1
1247,Gothika ,98,Horror,2003,5.8
1248,Amistad ,155,Drama,1997,7.2
1249,Medicine Man ,106,Adventure,1992,6
1250,Aliens vs. Predator: Requiem ,102,Action,2007,4.7
1251,Ri¢hie Ri¢h ,95,Comedy,1994,5.2
1252,Autumn in New York ,103,Drama,2000,5.5
1253,Music and Lyrics ,95,Comedy,2007,6.5
1254,Paul ,109,Adventure,2011,7
1255,The Guilt Trip ,95,Comedy,2012,5.8
1256,Scream 4 ,111,Horror,2011,6.2
1257,8MM ,123,Mystery,1999,6.5
1258,The Doors ,140,Biography,1991,7.2
1259,Sex Tape ,94,Comedy,2014,5.1
1260,Hanging Up ,94,Comedy,2000,4.7
1261,Final Destination 5 ,92,Horror,2011,5.9
1262,Mickey Blue Eyes ,102,Comedy,1999,5.8
1263,Pay It Forward ,123,Drama,2000,7.2
1264,Fever Pitch ,104,Comedy,2005,6.2
1265,Arthur             ,30,Animation,,7.4
1266,Drillbit Taylor ,102,Comedy,2008,5.7
1267,A Million Ways to Die in the West ,136,Comedy,2014,6.1
1268,The Shadow ,93,Action,1994,6
1269,Extremely Loud & Incredibly Close ,129,Adventure,2011,6.9
1270,Morning Glory ,107,Comedy,2010,6.5
1271,Get Rich or Die Tryin' ,117,Biography,2005,5
1272,The Art of War ,116,Action,2000,5.7
1273,Rent ,135,Drama,2005,7
1274,Bless the Child ,107,Crime,2000,5.1
1275,The Out-of-Towners ,90,Comedy,1999,5.3
1276,The Island of Dr. Moreau ,99,Horror,1996,4.4
1277,The Musketeer ,104,Action,2001,4.7
1278,The Other Boleyn Girl ,115,Biography,2008,6.7
1279,Sweet November ,119,Drama,2001,6.7
1280,The Reaping ,99,Horror,2007,5.7
1281,Mean Streets ,112,Crime,1973,7.4
1282,Renaissance Man ,128,Comedy,1994,6.1
1283,Colombiana ,112,Action,2011,6.4
1284,The Magic Sword: Quest for Camelot ,86,Adventure,1998,6.2
1285,City by the Sea ,108,Crime,2002,6.2
1286,At First Sight ,128,Drama,1999,5.9
1287,Torque ,84,Action,2004,4
1288,City Hall ,111,Drama,1996,6.2
1289,Showgirls ,131,Drama,1995,4.6
1290,Marie Antoinette ,123,Biography,2006,6.4
1291,Kiss of Death ,101,Action,1995,5.9
1292,Get Carter ,102,Action,2000,5.1
1293,The Impossible ,114,Drama,2012,7.6
1294,Ishtar ,107,Action,1987,4.2
1295,Fantastic Mr. Fox ,87,Adventure,2009,7.8
1296,Life or Something Like It ,103,Comedy,2002,5.8
1297,Memoirs of an Invisible Man ,99,Comedy,1992,5.9
1298,Amélie ,122,Comedy,2001,8.4
1299,New York Minute ,91,Comedy,2004,4.8
1300,Alfie ,103,Comedy,2004,6.2
1301,Big Miracle ,107,Biography,2012,6.5
1302,The Deep End of the Ocean ,106,Drama,1999,6.3
1303,Feardotcom ,101,Crime,2002,3.3
1304,Cirque du Freak: The Vampire's Assistant ,109,Action,2009,5.9
1305,Victor Frankenstein ,110,Drama,2015,6
1306,Duplex ,89,Comedy,2003,5.8
1307,Soul Men ,100,Comedy,2008,6.5
1308,Raise the Titanic ,119,Action,1980,4.7
1309,Universal Soldier: The Return ,83,Action,1999,4.1
1310,Pandorum ,108,Action,2009,6.8
1311,Impostor ,102,Drama,2001,6.2
1312,Extreme Ops ,93,Action,2002,4.5
1313,Just Visiting ,84,Comedy,2001,5.8
1314,Sunshine ,107,Adventure,2007,7.3
1315,A Thousand Words ,91,Comedy,2012,5.9
1316,Delgo ,94,Adventure,2008,4.4
1317,The Gunman ,115,Action,2015,5.8
1318,Alex Rider: Operation Stormbreaker ,93,Action,2006,5.1
1319,Disturbia ,105,Drama,2007,6.9
1320,Hackers ,107,Comedy,1995,6.2
1321,The Hunting Party ,101,Adventure,2007,6.9
1322,The Hudsucker Proxy ,111,Comedy,1994,7.3
1323,The Warlords ,113,Action,2007,7.1
1324,Nomad: The Warrior ,112,Drama,2005,6
1325,Snowpiercer ,126,Action,2013,7
1326,A Monster in Paris ,90,Adventure,2011,6.8
1327,The Last Shot ,93,Comedy,2004,5.7
1328,The Crow ,98,Action,1994,7.6
1329,Baahubali: The Beginning ,159,Action,2015,8.4
1330,The Time Traveler's Wife ,107,Drama,2009,7.1
1331,Because I Said So ,102,Comedy,2007,5.6
1332,The Fast and the Furious ,106,Action,2001,6.7
1333,Frankenweenie ,87,Animation,2012,7
1334,Serenity ,119,Action,2005,8
1335,Against the Ropes ,110,Biography,2004,5.3
1336,Superman III ,125,Action,1983,4.9
1337,Grudge Match ,113,Comedy,2013,6.4
1338,Red Cliff ,150,Action,2008,7.4
1339,Sweet Home Alabama ,108,Comedy,2002,6.1
1340,The Ugly Truth ,96,Comedy,2009,6.5
1341,Sgt. Bilko ,93,Comedy,1996,5.7
1342,Spy Kids 2: Island of Lost Dreams ,100,Action,2002,5.1
1343,Star Trek: Generations ,118,Action,1994,6.6
1344,The Grandmaster ,122,Action,2013,6.5
1345,Water for Elephants ,120,Drama,2011,6.9
1346,3rd Rock from the Sun             ,60,Comedy,,7.8
1347,Dragon Nest: Warriors' Dawn ,88,Adventure,2014,6.4
1348,The Hurricane ,146,Biography,1999,7.6
1349,Enough ,115,Crime,2002,5.6
1350,Heartbreakers ,123,Comedy,2001,6.2
1351,Paul Blart: Mall Cop 2 ,94,Action,2015,4.4
1352,Angel Eyes ,102,Drama,2001,5.6
1353,Joe Somebody ,98,Comedy,2001,5.5
1354,The Ninth Gate ,133,Mystery,1999,6.7
1355,Extreme Measures ,118,Crime,1996,6.1
1356,Rock Star ,105,Drama,2001,6.2
1357,Precious ,109,Drama,2009,7.3
1358,White Squall ,129,Adventure,1996,6.6
1359,The Thing ,109,Horror,1982,8.2
1360,Riddick ,127,Action,2013,6.4
1361,Switchback ,118,Crime,1997,6.4
1362,Texas Rangers ,110,Action,2001,5.2
1363,City of Ember ,90,Adventure,2008,6.5
1364,The Master ,144,Drama,2012,7.1
1365,Virgin Territory ,97,Adventure,2007,4.8
1366,The Express ,130,Biography,2008,7.3
1367,The 5th Wave ,112,Action,2016,5.2
1368,Creed ,133,Drama,2015,7.7
1369,The Town ,150,Crime,2010,7.6
1370,What to Expect When You're Expecting ,110,Comedy,2012,5.7
1371,Burn After Reading ,96,Comedy,2008,7
1372,Nim's Island ,96,Adventure,2008,6
1373,Rush ,123,Action,2013,8.1
1374,Magnolia ,188,Drama,1999,8
1375,Cop Out ,107,Action,2010,5.6
1376,How to Be Single ,110,Comedy,2016,6.1
1377,Dolphin Tale ,113,Drama,2011,6.9
1378,Twilight ,122,Drama,2008,5.2
1379,John Q ,116,Crime,2002,7
1380,Blue Streak ,93,Action,1999,6.3
1381,We're the Millers ,118,Comedy,2013,7
1382,Obitaemyy ostrov ,115,Action,2009,5.3
1383,Breakdown ,93,Action,1997,6.9
1384,Never Say Never Again ,121,Action,1983,6.2
1385,Hot Tub Time Machine ,101,Comedy,2010,6.4
1386,Dolphin Tale 2 ,107,Drama,2014,6.4
1387,Reindeer Games ,124,Action,2000,5.7
1388,A Man Apart ,109,Action,2003,6.1
1389,Aloha ,105,Comedy,2015,5.4
1390,Ghosts of Mississippi ,130,Drama,1996,6.7
1391,Snow Falling on Cedars ,127,Drama,1999,6.8
1392,The Rite ,114,Drama,2011,6
1393,Gattaca ,106,Drama,1997,7.8
1394,Isn't She Great ,95,Biography,2000,5.3
1395,Space Chimps ,81,Adventure,2008,4.5
1396,Head of State ,95,Comedy,2003,5.4
1397,The Hangover ,108,Comedy,2009,7.8
1398,Ip Man 3 ,105,Action,2015,7.2
1399,Austin Powers: The Spy Who Shagged Me ,95,Action,1999,6.6
1400,Batman ,126,Action,1989,7.6
1401,There Be Dragons ,102,Biography,2011,5.9
1402,Lethal Weapon 3 ,121,Action,1992,6.7
1403,The Blind Side ,129,Biography,2009,7.7
1404,Rush Hour             ,43,Action,,5.8
1405,Spy Kids ,88,Action,2001,5.4
1406,Horrible Bosses ,106,Comedy,2011,6.9
1407,True Grit ,110,Adventure,2010,7.7
1408,The Devil Wears Prada ,109,Comedy,2006,6.8
1409,Star Trek: The Motion Picture ,143,Adventure,1979,6.4
1410,Identity Thief ,120,Comedy,2013,5.7
1411,Cape Fear ,128,Crime,1991,7.3
1412,21 ,123,Crime,2008,6.8
1413,Trainwreck ,129,Comedy,2015,6.3
1414,Guess Who ,105,Comedy,2005,5.9
1415,The English Patient ,162,Drama,1996,7.4
1416,L.A. Confidential ,138,Crime,1997,8.3
1417,Sky High ,100,Adventure,2005,6.2
1418,In & Out ,90,Comedy,1997,6.3
1419,Species ,108,Action,1995,5.8
1420,A Nightmare on Elm Street ,101,Horror,1984,7.5
1421,The Cell ,109,Horror,2000,6.3
1422,The Man in the Iron Mask ,132,Action,1998,6.4
1423,Secretariat ,123,Biography,2010,7.2
1424,TMNT ,87,Action,2007,6.3
1425,Radio ,109,Biography,2003,6.9
1426,Friends with Benefits ,109,Comedy,2011,6.6
1427,Neighbors 2: Sorority Rising ,92,Comedy,2016,6
1428,Saving Mr. Banks ,125,Biography,2013,7.5
1429,Malcolm X ,202,Biography,1992,7.7
1430,This Is 40 ,134,Comedy,2012,6.2
1431,Old Dogs ,88,Comedy,2009,5.4
1432,Underworld: Rise of the Lycans ,92,Action,2009,6.6
1433,License to Wed ,91,Comedy,2007,5.3
1434,The Benchwarmers ,75,Comedy,2006,5.6
1435,Must Love Dogs ,98,Comedy,2005,5.9
1436,Donnie Brasco ,147,Biography,1997,7.8
1437,Resident Evil ,100,Action,2002,6.7
1438,Poltergeist ,120,Fantasy,1982,7.4
1439,The Ladykillers ,104,Comedy,2004,6.2
1440,Max Payne ,103,Action,2008,5.4
1441,In Time ,109,Action,2011,6.7
1442,The Back-up Plan ,104,Comedy,2010,5.3
1443,Something Borrowed ,112,Comedy,2011,5.9
1444,Hit the Floor             ,60,Drama,,7
1445,Black Knight ,95,Adventure,2001,4.8
1446,The Bad News Bears ,102,Comedy,1976,7.3
1447,Street Fighter ,102,Action,1994,3.8
1448,The Pianist ,150,Biography,2002,8.5
1449,From Hell ,122,Horror,2001,6.8
1450,The Nativity Story ,101,Drama,2006,6.8
1451,House of Wax ,108,Horror,2005,5.3
1452,Closer ,98,Drama,2004,7.3
1453,J. Edgar ,137,Biography,2011,6.6
1454,Mirrors ,112,Horror,2008,6.2
1455,Queen of the Damned ,101,Drama,2002,5.2
1456,Predator 2 ,103,Action,1990,6.2
1457,Untraceable ,101,Crime,2008,6.2
1458,Blast from the Past ,112,Comedy,1999,6.6
1459,Flash Gordon ,111,Action,1980,6.4
1460,Jersey Girl ,102,Comedy,2004,6.2
1461,Alex Cross ,101,Action,2012,5.1
1462,Midnight in the Garden of Good and Evil ,155,Crime,1997,6.6
1463,Heist ,93,Action,2015,6.1
1464,Nanny McPhee Returns ,109,Comedy,2010,6.1
1465,Hoffa ,140,Biography,1992,6.6
1466,The X Files: I Want to Believe ,108,Drama,2008,5.9
1467,Ella Enchanted ,96,Comedy,2004,6.3
1468,Concussion ,123,Biography,2015,7.1
1469,Abduction ,106,Action,2011,5
1470,Valiant ,76,Adventure,2005,5.6
1471,Wonder Boys ,107,Comedy,2000,7.4
1472,Superhero Movie ,82,Action,2008,4.5
1473,Broken City ,109,Crime,2013,6.2
1474,Cursed ,99,Comedy,2005,5
1475,Premium Rush ,91,Action,2012,6.5
1476,Hot Pursuit ,87,Action,2015,5.1
1477,The Four Feathers ,125,Adventure,2002,6.5
1478,Parker ,118,Action,2013,6.2
1479,Wimbledon ,98,Comedy,2004,6.3
1480,Furry Vengeance ,92,Comedy,2010,3.8
1481,Bait ,93,Action,2012,5.2
1482,Krull ,116,Action,1983,6
1483,Lions for Lambs ,92,Drama,2007,6.2
1484,Flight of the Intruder ,115,Action,1991,5.7
1485,Walk Hard: The Dewey Cox Story ,120,Comedy,2007,6.7
1486,The Shipping News ,111,Drama,2001,6.8
1487,American Outlaws ,94,Action,2001,6
1488,The Young Victoria ,100,Biography,2009,7.3
1489,Whiteout ,101,Action,2009,5.5
1490,The Tree of Life ,139,Drama,2011,6.7
1491,Knock Off ,91,Action,1998,4.8
1492,Sabotage ,109,Action,2014,5.7
1493,The Order ,102,Action,2003,5.1
1494,Punisher: War Zone ,103,Action,2008,6
1495,Zoom ,83,Action,2006,4.2
1496,The Walk ,123,Adventure,2015,7.4
1497,Warriors of Virtue ,101,Action,1997,4.6
1498,A Good Year ,117,Comedy,2006,6.9
1499,Luther             ,60,Crime,,8.6
1500,Radio Flyer ,114,Drama,1992,6.9
1501,"Blood In, Blood Out ",330,Crime,1993,8
1502,Smilla's Sense of Snow ,121,Action,1997,6.4
1503,Femme Fatale ,114,Crime,2002,6.3
1504,Lion of the Desert ,156,Biography,1980,8.4
1505,The Horseman on the Roof ,135,Adventure,1995,7.1
1506,Ride with the Devil ,148,Drama,1999,6.8
1507,Biutiful ,148,Drama,2010,7.5
1508,The Lovers ,109,Action,2015,4.5
1509,Bandidas ,93,Action,2006,5.7
1510,Black Water Transit ,,Crime,2009,7.2
1511,The Maze Runner ,113,Action,2014,6.8
1512,Unfinished Business ,91,Comedy,2015,5.4
1513,The Age of Innocence ,139,Drama,1993,7.2
1514,The Fountain ,96,Drama,2006,7.3
1515,Chill Factor ,102,Action,1999,5.2
1516,Stolen ,96,Action,2012,5.5
1517,Ponyo ,101,Adventure,2008,7.7
1518,The Longest Ride ,128,Drama,2015,7.1
1519,The Astronaut's Wife ,109,Drama,1999,5.3
1520,I Dreamed of Africa ,114,Adventure,2000,5.6
1521,Playing for Keeps ,105,Comedy,2012,5.7
1522,Mandela: Long Walk to Freedom ,141,Biography,2013,7.1
1523,Reds ,195,Biography,1981,7.5
1524,A Few Good Men ,138,Drama,1992,7.6
1525,Exit Wounds ,101,Action,2001,5.5
1526,Big Momma's House ,99,Action,2000,5.1
1527,Thunder and the House of Magic ,85,Adventure,2013,6.3
1528,The Darkest Hour ,89,Action,2011,4.9
1529,Step Up Revolution ,99,Drama,2012,6.5
1530,Snakes on a Plane ,105,Action,2006,5.6
1531,The Watcher ,97,Crime,2000,5.3
1532,The Punisher ,140,Action,2004,6.5
1533,Goal! The Dream Begins ,118,Drama,2005,6.8
1534,Safe ,94,Action,2012,6.5
1535,Pushing Tin ,124,Comedy,1999,6
1536,Star Wars: Episode VI - Return of the Jedi ,134,Action,1983,8.4
1537,Doomsday ,113,Action,2008,6
1538,The Reader ,124,Drama,2008,7.6
1539,Wanderlust ,98,Comedy,2012,5.6
1540,Elf ,97,Comedy,2003,6.9
1541,Phenomenon ,123,Drama,1996,6.4
1542,Snow Dogs ,99,Adventure,2002,5.1
1543,Scrooged ,101,Comedy,1988,7
1544,Nacho Libre ,92,Comedy,2006,5.7
1545,Bridesmaids ,131,Comedy,2011,6.8
1546,This Is the End ,107,Comedy,2013,6.7
1547,Stigmata ,103,Horror,1999,6.2
1548,Men of Honor ,129,Biography,2000,7.2
1549,Takers ,107,Action,2010,6.2
1550,The Big Wedding ,89,Comedy,2013,5.6
1551,"Big Mommas: Like Father, Like Son ",113,Action,2011,4.4
1552,Source Code ,93,Mystery,2011,7.5
1553,Alive ,120,Adventure,1993,7.1
1554,The Number 23 ,98,Mystery,2007,6.4
1555,The Young and Prodigious T.S. Spivet ,105,Action,2013,7.1
1556,1941 ,142,Action,1979,5.9
1557,Dreamer: Inspired by a True Story ,98,Drama,2005,6.9
1558,A History of Violence ,96,Crime,2005,7.5
1559,Transporter 2 ,87,Action,2005,6.3
1560,The Quick and the Dead ,107,Action,1995,6.4
1561,Laws of Attraction ,90,Comedy,2004,5.9
1562,Bringing Out the Dead ,121,Drama,1999,6.8
1563,Repo Men ,119,Action,2010,6.3
1564,Dragon Wars: D-War ,107,Action,2007,3.6
1565,Bogus ,110,Comedy,1996,5.3
1566,The Incredible Burt Wonderstone ,100,Comedy,2013,5.9
1567,Cats Don't Dance ,75,Animation,1997,6.9
1568,Cradle Will Rock ,132,Drama,1999,6.9
1569,The Good German ,105,Drama,2006,6.1
1570,George and the Dragon ,93,Action,2004,5.7
1571,Apocalypse Now ,289,Drama,1979,8.5
1572,Going the Distance ,102,Comedy,2010,6.3
1573,Mr. Holland's Opus ,143,Drama,1995,7.3
1574,Criminal ,113,Action,2016,6.3
1575,Out of Africa ,161,Biography,1985,7.2
1576,Flight ,138,Drama,2012,7.3
1577,Moonraker ,126,Action,1979,6.3
1578,The Grand Budapest Hotel ,99,Adventure,2014,8.1
1579,Hearts in Atlantis ,101,Drama,2001,6.9
1580,Arachnophobia ,103,Comedy,1990,6.3
1581,Frequency ,118,Crime,2000,7.3
1582,Ghostbusters ,116,Action,2016,5.5
1583,Vacation ,99,Adventure,2015,6.1
1584,Get Shorty ,105,Comedy,1995,6.9
1585,Chicago ,113,Comedy,2002,7.2
1586,Big Daddy ,93,Comedy,1999,6.4
1587,American Pie 2 ,108,Comedy,2001,6.4
1588,Toy Story ,74,Adventure,1995,8.3
1589,Speed ,116,Action,1994,7.2
1590,The Vow ,104,Drama,2012,6.8
1591,Extraordinary Measures ,106,Drama,2010,6.5
1592,Remember the Titans ,120,Biography,2000,7.8
1593,The Hunt for Red October ,135,Action,1990,7.6
1594,Lee Daniels' The Butler ,132,Biography,2013,7.2
1595,Dodgeball: A True Underdog Story ,92,Comedy,2004,6.7
1596,The Addams Family ,99,Comedy,1991,6.8
1597,Ace Ventura: When Nature Calls ,90,Adventure,1995,6.3
1598,The Princess Diaries ,111,Comedy,2001,6.2
1599,The First Wives Club ,103,Comedy,1996,6.2
1600,Se7en ,127,Crime,1995,8.6
1601,District 9 ,112,Action,2009,8
1602,The SpongeBob SquarePants Movie ,87,Adventure,2004,7
1603,Mystic River ,138,Crime,2003,8
1604,Million Dollar Baby ,132,Drama,2004,8.1
1605,Analyze This ,103,Comedy,1999,6.7
1606,The Notebook ,123,Drama,2004,7.9
1607,27 Dresses ,111,Comedy,2008,6.1
1608,Hannah Montana: The Movie ,102,Comedy,2009,4.2
1609,Rugrats in Paris: The Movie ,78,Adventure,2000,6.1
1610,The Prince of Tides ,132,Drama,1991,6.6
1611,Legends of the Fall ,133,Drama,1994,7.5
1612,Up in the Air ,108,Drama,2009,7.4
1613,About Schmidt ,125,Comedy,2002,7.2
1614,Warm Bodies ,98,Comedy,2013,6.9
1615,Looper ,119,Action,2012,7.4
1616,Down to Earth ,87,Comedy,2001,5.4
1617,Babe ,91,Comedy,1995,6.8
1618,Hope Springs ,100,Comedy,2012,6.3
1619,Forgetting Sarah Marshall ,118,Comedy,2008,7.2
